Constituents list of S&P CNX 500,,,,

Company Name,Industry,Symbol,Series,ISIN Code
Gujarat Ambuja Cements Ltd.,CEMENT AND CEMENT PRODUCTS,GUJAMBCEM,EQ,INE079A01024
India Cements Ltd.,CEMENT AND CEMENT PRODUCTS,INDIACEM,EQ,INE383A01012
KCP Ltd.,CEMENT AND CEMENT PRODUCTS,KCP,EQ,INE805C01010
Madras Cements Ltd.,CEMENT AND CEMENT PRODUCTS,MADRASCEM,EQ,INE331A01029
Prism Cement Ltd.,CEMENT AND CEMENT PRODUCTS,PRISMCEM,EQ,INE010A01011
Ramco Industries Ltd.,CEMENT AND CEMENT PRODUCTS,RAMCOIND,EQ,INE614A01010
Shree Cement Ltd.,CEMENT AND CEMENT PRODUCTS,SHREECEM,EQ,INE070A01015
UltraTech Cement Ltd.,CEMENT AND CEMENT PRODUCTS,ULTRACEMCO,EQ,INE481G01011
Visaka Industries Ltd.,CEMENT AND CEMENT PRODUCTS,VISAKAIND,EQ,INE392A01013
GHCL Ltd.,CHEMICALS - INORGANIC,GHCL,EQ,INE539A01019
Godrej Industries Ltd.,CHEMICALS - INORGANIC,GODREJIND,EQ,INE233A01035
Gujarat Alkalies & Chemicals Ltd.,CHEMICALS - INORGANIC,GUJALKALI,EQ,INE186A01019
Tata Chemicals Ltd.,CHEMICALS - INORGANIC,TATACHEM,EQ,INE092A01019
Aarti Industries Ltd.,CHEMICALS - ORGANIC,AARTIIND,EQ,INE769A01020
Hikal Ltd.,CHEMICALS - ORGANIC,HIKAL,EQ,INE475B01014
Pidilite Industries Ltd.,CHEMICALS - ORGANIC,PIDILITIND,EQ,INE318A01026
BASF India Ltd.,CHEMICALS - SPECIALITY,BASF,EQ,INE373A01013
Foseco India Ltd.,CHEMICALS - SPECIALITY,FOSECOIND,EQ,INE519A01011
Godfrey Phillips India Ltd.,CIGARETTES,GODFRYPHLP,EQ,INE260B01010
I T C Ltd.,CIGARETTES,ITC,EQ,INE154A01025
VST Industries Ltd.,CIGARETTES,VSTIND,EQ,INE710A01016
Elgi Equipments Ltd.,COMPRESSORS / PUMPS,ELGIEQUIP,EQ,INE285A01027
Ingersoll Rand (India) Ltd.,COMPRESSORS / PUMPS,INGERRAND,EQ,INE177A01018
Kirloskar Brothers Ltd,COMPRESSORS / PUMPS,KBL,EQ,INE732A01028
KSB Pumps Ltd.,COMPRESSORS / PUMPS,KSBPUMPS,EQ,INE999A01015
CMC Ltd.,COMPUTERS - HARDWARE,CMC,EQ,INE314A01017
D-Link India Ltd,COMPUTERS - HARDWARE,D-LINK,EQ,INE178C01020
HCL Infosystems Ltd.,COMPUTERS - HARDWARE,HCL-INSYS,EQ,INE236A01020
Moser Baer India Ltd.,COMPUTERS - HARDWARE,MOSERBAER,EQ,INE739A01015
MRO-TEK Ltd.,COMPUTERS - HARDWARE,MRO-TEK,EQ,INE398B01018
Onward Technologies Ltd.,COMPUTERS - HARDWARE,ONWARDTEC,EQ,INE229A01017
Tata Elxsi Ltd.,COMPUTERS - HARDWARE,TATAELXSI,EQ,INE670A01012
Zenith Computer Ltd.,COMPUTERS - HARDWARE,ZENITHCOMP,EQ,INE598B01013
Zensar Technolgies Ltd.,COMPUTERS - HARDWARE,ZENSARTECH,EQ,INE520A01019
Aftek Infosys Ltd,COMPUTERS - SOFTWARE,AFTEKINFO,EQ,INE796A01023
Aptech Ltd.,COMPUTERS - SOFTWARE,APTECHT,EQ,INE266F01018
Aztecsoft Ltd.,COMPUTERS - SOFTWARE,AZTECSOFT,EQ,INE651B01010
Blue Star Infotech Ltd.,COMPUTERS - SOFTWARE,BLUESTINFO,EQ,INE504B01011
Financial Technologies (India) Ltd.,COMPUTERS - SOFTWARE,FINANTECH,EQ,INE111B01023
Geometric Software Solutions Co. Ltd.,COMPUTERS - SOFTWARE,GEOMETRIC,EQ,INE797A01021
GTL Ltd.,COMPUTERS - SOFTWARE,GTL,EQ,INE043A01012
HCL Technologies Ltd.,COMPUTERS - SOFTWARE,HCLTECH,EQ,INE860A01027
Hexaware Technologies Ltd.,COMPUTERS - SOFTWARE,HEXAWARE,EQ,INE093A01033
Hinduja TMT Ltd.,COMPUTERS - SOFTWARE,HTMT,EQ,INE353A01015
I-Flex Solutions Ltd.,COMPUTERS - SOFTWARE,I-FLEX,EQ,INE881D01027
iGate Global Solutions Ltd.,COMPUTERS - SOFTWARE,IGS,EQ,INE177B01016
Infosys Technologies Ltd.,COMPUTERS - SOFTWARE,INFOSYSTCH,EQ,INE009A01021
Infotech Enterprises Ltd.,COMPUTERS - SOFTWARE,INFOTECENT,EQ,INE136B01020
Kale Consultants Ltd.,COMPUTERS - SOFTWARE,KALECONSUL,EQ,INE793A01012
KPIT Cummins Infosystem Ltd.,COMPUTERS - SOFTWARE,KPIT,EQ,INE836A01027
Maars Software International Ltd.,COMPUTERS - SOFTWARE,MAARSOFTW,EQ,INE390A01017
Mastek Ltd.,COMPUTERS - SOFTWARE,MASTEK,EQ,INE759A01021
Melstar Information Technologies Ltd.,COMPUTERS - SOFTWARE,MELSTAR,EQ,INE817A01019
Mphasis BFL Ltd.,COMPUTERS - SOFTWARE,MPHASISBFL,EQ,INE356A01018
Orient Information Technologies Ltd.,COMPUTERS - SOFTWARE,ORIENTINFO,EQ,INE067B01019
Patni Computer Systems Ltd.,COMPUTERS - SOFTWARE,PATNI,EQ,INE660F01012
Polaris Software Lab Ltd.,COMPUTERS - SOFTWARE,POLARIS,EQ,INE763A01023
Ramco Systems Ltd.,COMPUTERS - SOFTWARE,RAMCOSYS,BE,INE614A01010
Rolta India Ltd.,COMPUTERS - SOFTWARE,ROLTA,EQ,INE293A01013
Satyam Computer Services Ltd.,COMPUTERS - SOFTWARE,SATYAMCOMP,EQ,INE275A01028
Sonata Software Ltd.,COMPUTERS - SOFTWARE,SONATSOFTW,BE,INE269A01021
SSI Ltd.,COMPUTERS - SOFTWARE,SOFTSOLINT,BE,INE362A01016
Tata Consultancy Services Ltd.,COMPUTERS - SOFTWARE,TCS,EQ,INE467B01029
Trigyn Technologies Ltd.,COMPUTERS - SOFTWARE,TRIGYN,EQ,INE948A01012
Visualsoft Technologies Ltd.,COMPUTERS - SOFTWARE,VISUALSOFT,EQ,INE755A01011
Wipro Ltd.,COMPUTERS - SOFTWARE,WIPRO,EQ,INE075A01022
Ansal Properties & Infrastructure Ltd.,CONSTRUCTION,ANSALINFRA,EQ,INE436A01026
B L Kashyap & Sons Ltd.,CONSTRUCTION,BLKASHYAP,EQ,INE350H01016
Engineers India Ltd.,CONSTRUCTION,ENGINERSIN,EQ,INE510A01010
Gammon India Ltd.,CONSTRUCTION,GAMMONIND,EQ,INE259B01020
Hindustan Construction Co. Ltd.,CONSTRUCTION,HCC,EQ,INE549A01026
Hindustan Sanitaryware & Industries Ltd.,CONSTRUCTION,HINDSANIT,EQ,INE415A01038
IVRCL Infrastructures & Projects Ltd.,CONSTRUCTION,IVRCLINFRA,EQ,INE875A01025
Jaiprakash Associates Ltd.,CONSTRUCTION,JPASSOCIAT,EQ,INE455F01017
Kajaria Ceramics Ltd.,CONSTRUCTION,KAJARIACER,EQ,INE217B01028
KEC Infrastructures Ltd.,CONSTRUCTION,KECINFRA,EQ,INE852A01016
Mahindra Gesco Corporation Ltd.,CONSTRUCTION,GESCOCORP,EQ,INE813A01018
Nagarjuna Construction Co. Ltd.,CONSTRUCTION,NAGARCONST,EQ,INE868B01028
Patel Engineering Ltd.,CONSTRUCTION,PATELENG,EQ,INE244B01030
Punj Lloyd Ltd.,CONSTRUCTION,PUNJLLOYD,EQ,INE701B01013
Simplex Infrastructures Ltd.,CONSTRUCTION,SIMPLEXINF,EQ,INE059B01024
Unitech Ltd.,CONSTRUCTION,UNITECH,EQ,INE694A01020
Era Constructions (India) Ltd.,CONSTRUCTION,ERACONS,EQ,INE039E01012
BPL Ltd.,CONSUMER DURABLES,BPL,BE,INE110A01019
Mirc Electronics Ltd.,CONSUMER DURABLES,MIRCELECTR,EQ,INE831A01028
Salora International Ltd.,CONSUMER DURABLES,SALORAINTL,EQ,INE924A01013
Samtel Color Ltd.,CONSUMER DURABLES,SAMTEL,EQ,INE381A01016
Videocon Appliances Ltd.,CONSUMER DURABLES,VDOCONAPPL,EQ,INE352A01017
Videocon Industries Ltd.,CONSUMER DURABLES,VIDEOIND,EQ,INE703A01011
Atlas Cycle (Haryana) Ltd.,CYCLES,ATLASCYCLE,BE,INE446A01017
Tube Investments of India Ltd.,CYCLES,TUBEINVEST,EQ,INE149A01025
Nirma Ltd.,DETERGENTS,NIRMA,EQ,INE091A01011
Cummins India Ltd.,DIESEL ENGINES,CUMMINSIND,EQ,INE298A01020
Greaves Cotton Ltd.,DIESEL ENGINES,GREAVESCOT,EQ,INE224A01018
Kirloskar Oil Engines Ltd.,DIESEL ENGINES,KIRLOSOIL,EQ,INE250A01021
Swaraj Engines Ltd.,DIESEL ENGINES,SWARAJENG,EQ,INE277A01016
Andhra Sugars Ltd.,DIVERSIFIED,ANDHRSUGAR,EQ,INE715B01013
Century Textile & Industries Ltd.,DIVERSIFIED,CENTURYTEX,EQ,INE055A01016
DCM Shriram Consolidated Ltd.,DIVERSIFIED,DCMSRMCONS,EQ,INE499A01024
E.I.D. Parry (India) Ltd.,DIVERSIFIED,EIDPARRY,EQ,INE126A01023
Hindustan Lever Ltd.,DIVERSIFIED,HINDLEVER,EQ,INE030A01027
Orient Paper & Industries Ltd.,DIVERSIFIED,ORIENTPPR,EQ,INE592A01018
Atul Ltd.,DYES AND PIGMENTS,ATUL,EQ,INE100A01010
Clariant Chemicals (India) Ltd.,DYES AND PIGMENTS,CLNINDIA,EQ,INE492A01029
ABB Ltd.,ELECTRICAL EQUIPMENT,ABB,EQ,INE117A01014
Bharat Heavy Electricals Ltd.,ELECTRICAL EQUIPMENT,BHEL,EQ,INE257A01018
Crompton Greaves Ltd.,ELECTRICAL EQUIPMENT,CROMPGREAV,EQ,INE067A01029
Havell's India Ltd.,ELECTRICAL EQUIPMENT,HAVELLS,EQ,INE176B01026
Honda SIEL Power Products Ltd.,ELECTRICAL EQUIPMENT,HONDAPOWER,EQ,INE634A01018
NEPC India Ltd.,ELECTRICAL EQUIPMENT,NEPCMICON,BE,INE588A01016
Siemens Ltd.,ELECTRICAL EQUIPMENT,SIEMENS,EQ,INE003A01024
Suzlon Energy Ltd.,ELECTRICAL EQUIPMENT,SUZLON,EQ,INE040H01013
Thermax Ltd.,ELECTRICAL EQUIPMENT,THERMAX,EQ,INE152A01029
Ador Welding Ltd.,ELECTRODES,ADORWELD,EQ,INE045A01017
ESAB India Ltd.,ELECTRODES,ESABINDIA,EQ,INE284A01012
Graphite India Ltd.,ELECTRODES,GRAPHITE,EQ,INE371A01017
H.E.G. Ltd.,ELECTRODES,HEG,EQ,INE545A01016
Asian Electronics Ltd.,ELECTRONICS - INDUSTRIAL,ASIANELEC,EQ,INE441A01018
Bharat Electronics Ltd.,ELECTRONICS - INDUSTRIAL,BEL,EQ,INE263A01016
FCI OEN Connectors Ltd.,ELECTRONICS - INDUSTRIAL,OENCONNECT,EQ,INE669B01012
Honeywell Automation India Ltd.,ELECTRONICS - INDUSTRIAL,HONAUT,EQ,INE671A01010
NELCO Ltd.,ELECTRONICS - INDUSTRIAL,NELCO,EQ,INE045B01015
Alfa Laval (India) Ltd.,ENGINEERING,ALFALAVAL,EQ,INE427A01017
Bharat Earth Movers Ltd.,ENGINEERING,BEML,EQ,INE258A01016
Larsen & Toubro Ltd.,ENGINEERING,LT,EQ,INE018A01030
Praj Industries Ltd.,ENGINEERING,PRAJIND,EQ,INE074A01025
Reliance Industrial Infrastructure Ltd.,ENGINEERING,RIIL,EQ,INE046A01015
Sundaram Fasteners Ltd.,FASTNERS,SUNDRMFAST,EQ,INE387A01021
Chambal Fertilizers & Chemicals Ltd.,FERTILISERS,CHAMBLFERT,EQ,INE085A01013
Coromandel Fertilisers Ltd.,FERTILISERS,COROMNFERT,EQ,INE169A01023
Deepak Fertilisers & Petrochemicals Corp. Ltd.,FERTILISERS,DEEPAKFERT,EQ,INE501A01019
Godavari Fertilisers & Chemicals Ltd.,FERTILISERS,GODAVRFERT,EQ,INE507C01012
Gujarat Narmada Valley Fertilisers Co. Ltd.,FERTILISERS,GNFC,EQ,INE113A01013
Gujarat State Fertilizers & Chemicals Ltd.,FERTILISERS,GSFC,EQ,INE026A01017
Nagarjuna Fertilizers & Chemicals Ltd.,FERTILISERS,NAGARFERT,EQ,INE580A01013
Rashtriya Chemicals & Fertilizers Ltd.,FERTILISERS,RCF,EQ,INE027A01015
Zuari Industries Ltd.,FERTILISERS,ZUARIAGRO,EQ,INE217A01012
Bajaj Auto Finance Ltd.,FINANCE,BAJAUTOFIN,EQ,INE296A01016
Cholamandalam DBS Finance Ltd.,FINANCE,CHOLADBS,EQ,INE121A01016
Consolidated Finvest & Holdings Ltd.,FINANCE,CONSOFINVT,EQ,INE025A01027
Eicher Ltd.,FINANCE,EICHER,BE,INE065A01023
First Leasing Co. of India Ltd.,FINANCE,FIRSTLEASE,EQ,INE492B01019
IL&FS Investsmart Ltd.,FINANCE,INVSTSMART,EQ,INE800B01013
Indiabulls Financial Services Ltd.,FINANCE,INDIABULLS,EQ,INE894F01025
Mahindra & Mahindra Financial Services Ltd.,FINANCE,M&MFIN,EQ,INE774D01016
PNB Gilts Ltd.,FINANCE,PNBGILTS,EQ,INE859A01011
Reliance Capital Ltd.,FINANCE,RELCAPITAL,EQ,INE013A01015
SREI Infrastructure Finance Ltd.,FINANCE,SREINTFIN,EQ,INE872A01014
Sundaram Finance Limited,FINANCE,SUNDARMFIN,EQ,INE660A01013
Tata Investment Corporation Ltd.,FINANCE,TATAINVEST,EQ,INE672A01018
Shriram Transport Finance Co. Ltd.,FINANCE,SRTRANSFIN,EQ,INE721A01013
Can Fin Homes Ltd.,FINANCE - HOUSING,CANFINHOME,EQ,INE477A01012
Housing Development Finance Corporation Ltd.,FINANCE - HOUSING,HDFC,EQ,INE001A01028
LIC Housing Finance Ltd.,FINANCE - HOUSING,LICHSGFIN,EQ,INE115A01018
Infrastructure Devlopment Finance Co. Ltd.,FINANCIAL INSTITUTION,IDFC,EQ,INE043D01016
Tourism Finance Corporation of India Ltd.,FINANCIAL INSTITUTION,TFCILTD,EQ,INE305A01015
Agro Dutch Industries Ltd.,FOOD AND FOOD PROCESSING,AGRODUTCH,EQ,INE135B01014
Britannia Industries Ltd.,FOOD AND FOOD PROCESSING,BRITANNIA,EQ,INE216A01014
GlaxoSmithkline Consumer Healthcare Ltd.,FOOD AND FOOD PROCESSING,GSKCONS,EQ,INE264A01014
Heritage Foods (India) Ltd.,FOOD AND FOOD PROCESSING,HERITGFOOD,EQ,INE978A01019
Kohinoor Foods Ltd.,FOOD AND FOOD PROCESSING,KOHINOOR,EQ,INE080B01012
Kothari Products Ltd.,FOOD AND FOOD PROCESSING,KOTHARIPRO,EQ,INE823A01017
BOC India Ltd.,GAS,BOC,EQ,INE473A01011
Gujarat Fluorochemicals Ltd.,GAS,GUJFLUORO,EQ,INE538A01029
Reliance Natural Resources Ltd.,GAS,RNRL,EQ,INE328H01012
GAIL (India) Ltd.,GAS,GAIL,EQ,INE129A01019
Gujarat Gas Co. Ltd.,GAS,GUJRATGAS,EQ,INE374A01011
Indraprastha Gas Ltd.,GAS,IGL,EQ,INE203G01019
Petronet LNG Ltd.,GAS,PETRONET,EQ,INE347G01014
Gitanjali Gems Ltd.,GEMS,GITANJALI,EQ,INE346H01014
S.B.& T. International Ltd.,GEMS,SB&TINTL,EQ,INE465B01015
Shrenuj & Co. Ltd.,GEMS,SHRENUJ,EQ,INE633A01028
Titan Industries Ltd.,GEMS,TITAN,EQ,INE280A01010
Asian Hotels Ltd.,HOTELS,ASIANHOTEL,EQ,INE363A01014
EIH Ltd.,HOTELS,EIHOTEL,EQ,INE230A01023
Hotel Leelaventure Ltd.,HOTELS,HOTELEELA,EQ,INE102A01024
Indian Hotels Co. Ltd.,HOTELS,INDHOTEL,EQ,INE053A01029
Oriental Hotels Ltd.,HOTELS,ORIENTHOT,EQ,INE750A01012
Taj GVK Hotels & Resorts Ltd.,HOTELS,TAJGVK,EQ,INE586B01026
Bata India Ltd.,LEATHER AND LEATHER PRODUCTS,BATAINDIA,EQ,INE176A01010
Mirza International Ltd.,LEATHER AND LEATHER PRODUCTS,MIRZAINT,EQ,INE771A01018
Adlabs Films Ltd.,MEDIA & ENTERTAINMENT,ADLABSFILM,EQ,INE540B01015
Balaji Telefilms Ltd.,MEDIA & ENTERTAINMENT,BALAJITELE,EQ,INE794B01026
Cinevistaas Ltd. ,MEDIA & ENTERTAINMENT,CINEVISTA,BE,INE039B01018
Crest Animation Studios Ltd.,MEDIA & ENTERTAINMENT,CRESTANI,EQ,INE774A01012
Inox Leisure Ltd.,MEDIA & ENTERTAINMENT,INOXLEISUR,EQ,INE312H01016
Jain Studios Ltd.,MEDIA & ENTERTAINMENT,JAINSTUDIO,EQ,INE486B01011
Mukta Arts Ltd ,MEDIA & ENTERTAINMENT,MUKTAARTS,EQ,INE374B01019
NDTV Ltd.,MEDIA & ENTERTAINMENT,NDTV,EQ,INE155G01029
Pritish Nandy Communications Ltd.,MEDIA & ENTERTAINMENT,PNC,EQ,INE392B01011
Saregama India Ltd,MEDIA & ENTERTAINMENT,SAREGAMA,EQ,INE979A01017
Sri Adhikari Brothers Television Network Ltd.,MEDIA & ENTERTAINMENT,SRIADIKARI,EQ,INE416A01028
Sun TV Ltd.,MEDIA & ENTERTAINMENT,SUNTV,EQ,INE424H01019
Television Eighteen India Ltd.,MEDIA & ENTERTAINMENT,TV18,EQ,INE889A01018
Tips Industries Ltd.,MEDIA & ENTERTAINMENT,TIPSINDLTD,BE,INE716B01011
TV Today Network Ltd.,MEDIA & ENTERTAINMENT,TVTODAY,EQ,INE038F01029
Zee Telefilms Ltd.,MEDIA & ENTERTAINMENT,ZEETELE,EQ,INE256A01028
L.G. Balakrishnan & Bros Ltd.,METALS,LGBROS,EQ,INE337A01026
Nava Bharat Ventures Ltd.,METALS,NBVENTURES,EQ,INE725A01022
Sterlite Industries (India) Ltd.,METALS,STER,EQ,INE268A01031
Tata Sponge Iron Ltd.,METALS,TATASPONGE,EQ,INE674A01014
Gujarat Mineral Development Corporation Ltd.,MINING,GMDCLTD,EQ,INE131A01023
Gujarat NRE Coke Ltd.,MINING,GUJNRECOKE,EQ,INE110D01013
Sesa Goa Ltd.,MINING,SESAGOA,EQ,INE205A01017
Finolex Cables Ltd.,MISCELLANEOUS,FINCABLES,EQ,INE235A01014
Container Corporation of India Ltd.,MISCELLANEOUS,CONCOR,EQ,INE111A01017
Blue Dart Express Ltd.,MISCELLANEOUS,BLUEDART,EQ,INE233B01017
CRISIL Ltd.,MISCELLANEOUS,CRISIL,EQ,INE007A01017
Venky's (India) Ltd.,MISCELLANEOUS,VENKEYS,EQ,INE398A01010
Apollo Hospitals Enterprises Ltd.,MISCELLANEOUS,APOLLOHOSP,EQ,INE437A01016
Indraprastha Medical Corporation Ltd.,MISCELLANEOUS,INDRAMEDCO,EQ,INE681B01017
DIC India Ltd.,MISCELLANEOUS,DICIND,EQ,INE303A01010
Micro Inks Ltd.,MISCELLANEOUS,MICRO,EQ,INE056A01014
Balmer Lawrie & Co. Ltd.,MISCELLANEOUS,BALMLAWRIE,EQ,INE164A01016
PSL Ltd.,MISCELLANEOUS,PSL,EQ,INE474B01017
Today's Writing Products Ltd.,MISCELLANEOUS,TODAYS,EQ,INE944B01019
Pantaloon Retail (India) Ltd.,MISCELLANEOUS,PANTALOONR,EQ,INE623B01019
Shoppers Stop Ltd.,MISCELLANEOUS,SHOPERSTOP,EQ,INE498B01016
Trent Ltd.,MISCELLANEOUS,TRENT,EQ,INE849A01012
Dredging Corporation of India Ltd.,MISCELLANEOUS,DREDGECORP,EQ,INE506A01018
Thomas Cook (India) Ltd.,MISCELLANEOUS,THOMASCOOK,EQ,INE332A01019
