
Constituents list of S&P CNX 500

Company Name,Industry,Symbol,Series,ISIN Code
Lanco Infratech Ltd.,CONSTRUCTION,LITL,EQ,INE785C01030
Larsen & Toubro Ltd.,ENGINEERING,LT,EQ,INE018A01030
Lupin Ltd.,PHARMACEUTICALS,LUPIN,EQ,INE326A01029
MRF Ltd.,TYRES,MRF,EQ,INE883A01011
Madras Cements Ltd.,CEMENT AND CEMENT PRODUCTS,MADRASCEM,EQ,INE331A01037
Mahanagar Telephone Nigam Ltd.,TELECOMMUNICATION - SERVICES,MTNL,EQ,INE153A01019
Maharashtra Seamless Ltd.,STEEL AND STEEL PRODUCTS,MAHSEAMLES,EQ,INE271B01025
Mahindra & Mahindra Financial Services Ltd.,FINANCE,M&MFIN,EQ,INE774D01016
Mahindra & Mahindra Ltd.,AUTOMOBILES - 4 WHEELERS,M&M,EQ,INE101A01018
Mahindra Lifespace Developers Ltd.,CONSTRUCTION,MAHLIFE,EQ,INE813A01018
Mahindra Ugine Steel Co. Ltd.,STEEL AND STEEL PRODUCTS,MAHINDUGIN,EQ,INE850A01010
Mangalore Refinery & Petrochemicals Ltd.,REFINERIES,MRPL,EQ,INE103A01014
Marico Ltd.,PERSONAL CARE,MARICO,EQ,INE196A01026
Maruti Suzuki India Ltd.,AUTOMOBILES - 4 WHEELERS,MARUTI,EQ,INE585B01010
Mastek Ltd.,COMPUTERS - SOFTWARE,MASTEK,EQ,INE759A01021
Max India Ltd.,PACKAGING,MAX,EQ,INE180A01020
McLeod Russel India Ltd.,TEA AND COFFEE,MCLEODRUSS,EQ,INE942G01012
Mercator Lines Ltd.,SHIPPING,MLL,EQ,INE934B01028
Merck Ltd.,PHARMACEUTICALS,MERCK,EQ,INE199A01012
Micro Inks Ltd.,CHEMICALS - SPECIALITY,MICRO,EQ,INE056A01014
Mid-Day Multimedia Ltd,PRINTING AND PUBLISHING,MID-DAY,EQ,INE747B01016
MindTree Ltd.,COMPUTERS - SOFTWARE,MINDTREE,EQ,INE018I01017
Mirc Electronics Ltd.,CONSUMER DURABLES,MIRCELECTR,EQ,INE831A01028
Mirza International Ltd.,LEATHER AND LEATHER PRODUCTS,MIRZAINT,EQ,INE771A01026
Monnet Ispat Ltd.,STEEL AND STEEL PRODUCTS,MONNETISPA,EQ,INE743C01013
Monsanto India Ltd.,PESTICIDES AND AGROCHEMICALS,MONSANTO,EQ,INE274B01011
Moser Baer India Ltd.,COMPUTERS - HARDWARE,MOSERBAER,EQ,INE739A01015
Motherson Sumi Systems Ltd.,AUTO ANCILLARIES,MOTHERSUMI,EQ,INE775A01035
Motilal Oswal Financial Services Ltd.,FINANCE,MOTILALOFS,EQ,INE338I01027
MphasiS Ltd.,COMPUTERS - SOFTWARE,MPHASIS,EQ,INE356A01018
Mukta Arts Ltd ,MEDIA & ENTERTAINMENT,MUKTAARTS,EQ,INE374B01019
Mundra Port and Special Economic Zone Ltd.,TRAVEL AND TRANSPORT,MUNDRAPORT,EQ,INE742F01034
Munjal Showa Ltd.,AUTO ANCILLARIES,MUNJALSHOW,EQ,INE577A01027
NDTV Ltd.,MEDIA & ENTERTAINMENT,NDTV,EQ,INE155G01029
NELCO Ltd.,ELECTRONICS - INDUSTRIAL,NELCO,EQ,INE045B01015
NIIT Ltd.,COMPUTERS - SOFTWARE,NIITLTD,EQ,INE161A01038
NMDC Ltd.,MINING,NMDC,EQ,INE584A01023
NRB Bearings Ltd.,BEARINGS,NRBBEARING,EQ,INE349A01021
NTPC Ltd.,POWER,NTPC,EQ,INE733E01010
Nagarjuna Construction Co. Ltd.,CONSTRUCTION,NAGARCONST,EQ,INE868B01028
Nagarjuna Fertilizers & Chemicals Ltd.,FERTILISERS,NAGARFERT,EQ,INE580A01013
National Aluminium Co. Ltd.,ALUMINIUM,NATIONALUM,EQ,INE139A01026
National Fertilizers Ltd.,FERTILISERS,NFL,EQ,INE870D01012
Nava Bharat Ventures Ltd.,METALS,NBVENTURES,EQ,INE725A01022
Navneet Publications (India) Ltd.,PRINTING AND PUBLISHING,NAVNETPUBL,EQ,INE060A01024
Neyveli Lignite Corporation Ltd.,POWER,NEYVELILIG,EQ,INE589A01014
Nilkamal Ltd.,PLASTIC AND PLASTIC PRODUCTS,NILKAMAL,EQ,INE310A01015
Nirma Ltd.,DETERGENTS,NIRMA,EQ,INE091A01029
Noida-Toll Bridge Co. Ltd.,TRAVEL AND TRANSPORT,NOIDATOLL,EQ,INE781B01015
Oil & Natural Gas Corporation Ltd.,OIL EXPLORATION/PRODUCTION,ONGC,EQ,INE213A01011
Omax Autos Ltd.,AUTO ANCILLARIES,OMAXAUTO,EQ,INE090B01011
Omaxe Ltd.,CONSTRUCTION,OMAXE,EQ,INE800H01010
Oracle Financial Services Software Ltd.,COMPUTERS - SOFTWARE,OFSS,EQ,INE881D01027
Orchid Chemicals & Pharmaceuticals Ltd.,PHARMACEUTICALS,ORCHIDCHEM,EQ,INE191A01019
Orient Paper & Industries Ltd.,DIVERSIFIED,ORIENTPPR,EQ,INE592A01026
Oriental Bank of Commerce,BANKS,ORIENTBANK,EQ,INE141A01014
Oriental Hotels Ltd.,HOTELS,ORIENTHOT,EQ,INE750A01012
Oswal Chemicals & Fertilizers Ltd.,FERTILISERS,BINDALAGRO,EQ,INE143A01010
PNB Gilts Ltd.,FINANCE,PNBGILTS,EQ,INE859A01011
PSL Ltd.,STEEL AND STEEL PRODUCTS,PSL,EQ,INE474B01017
PTC India Ltd.,POWER,PTC,EQ,INE877F01012
PVP Ventures Ltd.,COMPUTERS - SOFTWARE,PVP,EQ,INE362A01016
Panacea Biotec Ltd.,PHARMACEUTICALS,PANACEABIO,EQ,INE922B01023
Pantaloon Retail (India) Ltd.,MISCELLANEOUS,PANTALOONR,EQ,INE623B01027
Paper Products Ltd.,PAPER AND PAPER PRODUCTS,PAPERPROD,EQ,INE275B01026
Parsvnath Developer Ltd.,CONSTRUCTION,PARSVNATH,EQ,INE561H01018
Patel Engineering Ltd.,CONSTRUCTION,PATELENG,EQ,INE244B01030
Patni Computer Systems Ltd.,COMPUTERS - SOFTWARE,PATNI,EQ,INE660F01012
Petronet LNG Ltd.,GAS,PETRONET,EQ,INE347G01014
Pfizer Ltd.,PHARMACEUTICALS,PFIZER,EQ,INE182A01018
Phoenix Mills Ltd.,CONSTRUCTION,PHOENIXLTD,EQ,INE211B01039
Pidilite Industries Ltd.,CHEMICALS - ORGANIC,PIDILITIND,EQ,INE318A01026
Piramal Healthcare Ltd.,PHARMACEUTICALS,PIRHEALTH,EQ,INE140A01024
Polaris Software Lab Ltd.,COMPUTERS - SOFTWARE,POLARIS,EQ,INE763A01023
Power Finance Corporation Ltd.,FINANCIAL INSTITUTION,PFC,EQ,INE134E01011
Power Grid Corporation of India Ltd.,POWER,POWERGRID,EQ,INE752E01010
Praj Industries Ltd.,ENGINEERING,PRAJIND,EQ,INE074A01025
Pricol Ltd.,AUTO ANCILLARIES,PRICOL,BE,INE605A01026
Prism Cement Ltd.,CEMENT AND CEMENT PRODUCTS,PRISMCEM,EQ,INE010A01011
Procter & Gamble Hygiene & Health Care Ltd.,PERSONAL CARE,PGHH,EQ,INE179A01014
Provogue (India) Ltd.,TEXTILE PRODUCTS,PROVOGUE,EQ,INE968G01025
Punj Lloyd Ltd.,CONSTRUCTION,PUNJLLOYD,EQ,INE701B01021
Punjab National Bank,BANKS,PNB,EQ,INE160A01014
Puravankara Projects Ltd.,CONSTRUCTION,PURVA,EQ,INE323I01011
Radico Khaitan Ltd,BREW/DISTILLERIES,RADICO,EQ,INE944F01028
Rajesh Exports Ltd.,GEMS JEWELLERY AND WATCHES,RAJESHEXPO,EQ,INE343B01030
Rallis India Ltd.,PESTICIDES AND AGROCHEMICALS,RALLIS,EQ,INE613A01012
Ramco Industries Ltd.,CEMENT AND CEMENT PRODUCTS,RAMCOIND,EQ,INE614A01028
Ramco Systems Ltd.,COMPUTERS - SOFTWARE,RAMCOSYS,EQ,INE246B01019
Ranbaxy Laboratories Ltd.,PHARMACEUTICALS,RANBAXY,EQ,INE015A01028
Rashtriya Chemicals & Fertilizers Ltd.,FERTILISERS,RCF,EQ,INE027A01015
Raymond Ltd.,TEXTILE PRODUCTS,RAYMOND,EQ,INE301A01014
Redington (India) Ltd.,TRADING,REDINGTON,EQ,INE891D01018
Rei Agro Ltd.,FOOD AND FOOD PROCESSING,REIAGROLTD,EQ,INE385B01031
Reliance Capital Ltd.,FINANCE,RELCAPITAL,EQ,INE013A01015
Reliance Communications Ltd.,TELECOMMUNICATION - SERVICES,RCOM,EQ,INE330H01018
Reliance Industrial Infrastructure Ltd.,ENGINEERING,RIIL,EQ,INE046A01015
Reliance Industries Ltd.,REFINERIES,RELIANCE,EQ,INE002A01018
Reliance Infrastructure Ltd.,POWER,RELINFRA,EQ,INE036A01016
Reliance Natural Resources Ltd.,GAS,RNRL,EQ,INE328H01012
Reliance Power Ltd.,POWER,RPOWER,EQ,INE614G01033
Religare Enterprises Ltd.,FINANCE,RELIGARE,EQ,INE621H01010
Rico Auto Industries Ltd.,AUTO ANCILLARIES,RICOAUTO,EQ,INE209B01025
Rolta India Ltd.,COMPUTERS - SOFTWARE,ROLTA,EQ,INE293A01013
Ruchi Soya Industries Ltd.,SOLVENT EXTRACTION,RUCHISOYA,EQ,INE619A01027
Rural Electrification Corporation Ltd.,FINANCIAL INSTITUTION,RECLTD,EQ,INE020B01018
S. Kumars Nationwide Ltd.,TEXTILE PRODUCTS,SKUMARSYNF,EQ,INE772A01016
SEAMEC Ltd.,OIL EXPLORATION/PRODUCTION,SEAMECLTD,EQ,INE497B01018
SKF India Ltd.,BEARINGS,SKFINDIA,EQ,INE640A01023
SREI Infrastructure Finance Ltd.,FINANCE,SREINTFIN,EQ,INE872A01014
SRF Ltd.,TEXTILES - SYNTHETIC,SRF,EQ,INE647A01010
Sakthi Sugars Ltd.,SUGAR,SAKHTISUG,EQ,INE623A01011
Saregama India Ltd,MEDIA & ENTERTAINMENT,SAREGAMA,BE,INE979A01017
Sesa Goa Ltd.,MINING,SESAGOA,EQ,INE205A01025
Shanthi Gears Ltd.,AUTO ANCILLARIES,SHANTIGEAR,EQ,INE631A01022
Shasun Chemicals & Drugs Ltd.,PHARMACEUTICALS,SHASUNCHEM,BE,INE317A01028
Shipping Corporation of India Ltd.,SHIPPING,SCI,EQ,INE109A01011
Shoppers Stop Ltd.,MISCELLANEOUS,SHOPERSTOP,EQ,INE498B01016
Shree Cement Ltd.,CEMENT AND CEMENT PRODUCTS,SHREECEM,EQ,INE070A01015
Shree Renuka Sugars Ltd.,SUGAR,RENUKA,EQ,INE087H01022
Shrenuj & Co. Ltd.,GEMS JEWELLERY AND WATCHES,SHRENUJ,EQ,INE633A01028
Shriram Transport Finance Co. Ltd.,FINANCE,SRTRANSFIN,EQ,INE721A01013
Siemens Ltd.,ELECTRICAL EQUIPMENT,SIEMENS,EQ,INE003A01024
Simplex Infrastructures Ltd.,CONSTRUCTION,SIMPLEXINF,EQ,INE059B01024
Sintex Industries Ltd.,PLASTIC AND PLASTIC PRODUCTS,SINTEX,EQ,INE429C01027
Sirpur Paper Mills Ltd.,PAPER AND PAPER PRODUCTS,SIRPAPER,EQ,INE202C01010
Smartlink Network Systems Ltd.,COMPUTERS - HARDWARE,SMARTLINK,EQ,INE178C01020
Sobha Developers Ltd.,CONSTRUCTION,SOBHA,EQ,INE671H01015
Sona Koyo Steering Systems Ltd.,AUTO ANCILLARIES,SONASTEER,EQ,INE643A01035
Sonata Software Ltd.,COMPUTERS - SOFTWARE,SONATSOFTW,EQ,INE269A01021
South Indian Bank Ltd.,BANKS,SOUTHBANK,EQ,INE683A01015
State Bank of India,BANKS,SBIN,EQ,INE062A01012
State Trading Corporation of India Ltd.,TRADING,STCINDIA,EQ,INE655A01013
Steel Authority of India Ltd.,STEEL AND STEEL PRODUCTS,SAIL,EQ,INE114A01011
Sterling Biotech Ltd,PHARMACEUTICALS,STERLINBIO,EQ,INE324C01038
Sterlite Industries (India) Ltd.,METALS,STER,EQ,INE268A01031
Sterlite Technologies Ltd.,ELECTRICAL EQUIPMENT,STRTECH,EQ,INE089C01011
Strides Arcolab Ltd.,PHARMACEUTICALS,STAR,EQ,INE939A01011
Sun Pharmaceutical Industries Ltd.,PHARMACEUTICALS,SUNPHARMA,EQ,INE044A01028
Sun TV Network Ltd.,MEDIA & ENTERTAINMENT,SUNTV,EQ,INE424H01027
Sundaram Finance Ltd.,FINANCE,SUNDARMFIN,EQ,INE660A01013
Sundram Fasteners Ltd.,FASTNERS,SUNDRMFAST,EQ,INE387A01021
Supreme Industries Ltd.,PLASTIC AND PLASTIC PRODUCTS,SUPREMEIND,EQ,INE195A01010
Supreme Petrochem Ltd.,PETROCHEMICALS,SUPPETRO,EQ,INE663A01017
Surya Roshni Ltd.,STEEL AND STEEL PRODUCTS,SURYAROSNI,EQ,INE335A01012
Suzlon Energy Ltd.,ELECTRICAL EQUIPMENT,SUZLON,EQ,INE040H01021
Swaraj Engines Ltd.,DIESEL ENGINES,SWARAJENG,EQ,INE277A01016
Syndicate Bank,BANKS,SYNDIBANK,EQ,INE667A01018
TV Today Network Ltd.,MEDIA & ENTERTAINMENT,TVTODAY,EQ,INE038F01029
TVS Motor Company Ltd.,AUTOMOBILES - 2 AND 3 WHEELERS,TVSMOTOR,EQ,INE494B01023
Taj GVK Hotels & Resorts Ltd.,HOTELS,TAJGVK,EQ,INE586B01026
Tamil Nadu Newsprint & Papers Ltd.,PAPER AND PAPER PRODUCTS,TNPL,EQ,INE107A01015
Tamilnadu Petroproducts Ltd.,PETROCHEMICALS,TNPETRO,EQ,INE148A01019
Tata Chemicals Ltd.,CHEMICALS - INORGANIC,TATACHEM,EQ,INE092A01019
Tata Coffee Ltd.,TEA AND COFFEE,TATACOFFEE,EQ,INE493A01019
Tata Communications Ltd.,TELECOMMUNICATION - SERVICES,TATACOMM,EQ,INE151A01013
Tata Consultancy Services Ltd.,COMPUTERS - SOFTWARE,TCS,EQ,INE467B01029
Tata Elxsi Ltd.,COMPUTERS - HARDWARE,TATAELXSI,EQ,INE670A01012
Tata Investment Corporation Ltd.,FINANCE,TATAINVEST,EQ,INE672A01018
Tata Metaliks Ltd.,STEEL AND STEEL PRODUCTS,TATAMETALI,EQ,INE056C01010
Tata Motors Ltd.,AUTOMOBILES - 4 WHEELERS,TATAMOTORS,EQ,INE155A01014
Tata Power Co. Ltd.,POWER,TATAPOWER,EQ,INE245A01013
Tata Sponge Iron Ltd.,METALS,TATASPONGE,EQ,INE674A01014
Tata Steel Ltd.,STEEL AND STEEL PRODUCTS,TATASTEEL,EQ,INE081A01012
Tata Tea Ltd.,TEA AND COFFEE,TATATEA,EQ,INE192A01017
Tech Mahindra Ltd.,COMPUTERS - SOFTWARE,TECHM,EQ,INE669C01028
Television Eighteen India Ltd.,MEDIA & ENTERTAINMENT,TV-18,EQ,INE889A01026
Thermax Ltd.,ELECTRICAL EQUIPMENT,THERMAX,EQ,INE152A01029
Thomas Cook (India) Ltd.,TRAVEL AND TRANSPORT,THOMASCOOK,EQ,INE332A01027
Titan Industries Ltd.,GEMS JEWELLERY AND WATCHES,TITAN,EQ,INE280A01010
Torrent Pharmaceuticals Ltd.,PHARMACEUTICALS,TORNTPHARM,EQ,INE685A01028
Torrent Power Ltd.,POWER,TORNTPOWER,EQ,INE813H01021
Tourism Finance Corporation of India Ltd.,FINANCIAL INSTITUTION,TFCILTD,EQ,INE305A01015
Trent Ltd.,MISCELLANEOUS,TRENT,EQ,INE849A01012
Triveni Engineering & Industries Ltd.,SUGAR,TRIVENI,EQ,INE256C01024
Tube Investments of India Ltd.,CYCLES,TUBEINVEST,EQ,INE149A01025
Tulip Telecom Ltd.,TELECOMMUNICATION - SERVICES,TULIP,EQ,INE122H01019
UCO Bank,BANKS,UCOBANK,EQ,INE691A01018
UFLEX Ltd.,PACKAGING,UFLEX,EQ,INE516A01017
UTV Software Communication Ltd.,MEDIA & ENTERTAINMENT,UTVSOF,EQ,INE507B01022
UltraTech Cement Ltd.,CEMENT AND CEMENT PRODUCTS,ULTRACEMCO,EQ,INE481G01011
Unichem Laboratories Ltd.,PHARMACEUTICALS,UNICHEMLAB,EQ,INE351A01027
Union Bank of India,BANKS,UNIONBANK,EQ,INE692A01016
Unitech Ltd.,CONSTRUCTION,UNITECH,EQ,INE694A01020
United Breweries Ltd.,BREW/DISTILLERIES,UBL,EQ,INE686F01025
United Phosphorus Ltd.,PESTICIDES AND AGROCHEMICALS,UNIPHOS,EQ,INE628A01036
United Spirits Ltd.,BREW/DISTILLERIES,MCDOWELL-N,EQ,INE854D01016
Unity Infraprojects Ltd.,CONSTRUCTION,UNITY,EQ,INE466H01010
Usha Martin Ltd.,STEEL AND STEEL PRODUCTS,USHAMART,EQ,INE228A01035
Uttam Galva Steels Ltd.,STEEL AND STEEL PRODUCTS,UTTAMSTL,EQ,INE699A01011
V.I.P. Industries Ltd.,PLASTIC AND PLASTIC PRODUCTS,VIPIND,EQ,INE054A01019
VST Industries Ltd.,CIGARETTES,VSTIND,EQ,INE710A01016
Vardhman Textiles Ltd.,TEXTILES - COTTON,VTL,EQ,INE825A01012
Varun Shipping Co. Ltd.,SHIPPING,VARUNSHIP,EQ,INE702A01013
Venky's (India) Ltd.,FOOD AND FOOD PROCESSING,VENKEYS,EQ,INE398A01010
Vesuvius India Ltd.,REFRACTORIES,VESUVIUS,EQ,INE386A01015
Videocon Industries Ltd.,CONSUMER DURABLES,VIDEOIND,EQ,INE703A01011
Vijaya Bank,BANKS,VIJAYABANK,EQ,INE705A01016
Vishal Retail Ltd.,MISCELLANEOUS,VISHALRET,BE,INE945H01013
Voltas Ltd.,AIRCONDITIONERS,VOLTAS,EQ,INE226A01021
Welspun Gujarat Stahl Rohren Ltd.,STEEL AND STEEL PRODUCTS,WELGUJ,EQ,INE191B01025
West Coast Paper Mills Ltd.,PAPER AND PAPER PRODUCTS,WSTCSTPAPR,EQ,INE976A01021
Wipro Ltd.,COMPUTERS - SOFTWARE,WIPRO,EQ,INE075A01022
Wockhardt Ltd.,PHARMACEUTICALS,WOCKPHARMA,EQ,INE049B01025
Wyeth Ltd.,PHARMACEUTICALS,WYETH,EQ,INE378A01012
Yes Bank Ltd.,BANKS,YESBANK,EQ,INE528G01019
Zandu Pharmaceutical Works Ltd.,PHARMACEUTICALS,ZANDUPHARM,EQ,INE719A01017
Zee Entertainment Enterprises Ltd.,MEDIA & ENTERTAINMENT,ZEEL,EQ,INE256A01028
Zee News Ltd.,MEDIA & ENTERTAINMENT,ZEENEWS,EQ,INE966H01019
Zensar Technolgies Ltd.,COMPUTERS - SOFTWARE,ZENSARTECH,EQ,INE520A01019
Zodiac Clothing Co. Ltd.,TEXTILE PRODUCTS,ZODIACLOTH,EQ,INE206B01013
Zuari Industries Ltd.,FERTILISERS,ZUARIAGRO,EQ,INE217A01012
ibn18 Broadcast Ltd.,MEDIA & ENTERTAINMENT,IBN18,EQ,INE886H01027
