Company Name,Industry,Symbol,Series,ISIN Code
Hindustan Petroleum Corporation Ltd.,REFINERIES,HINDPETRO,EQ,INE094A01015
Hindustan Unilever Ltd.,DIVERSIFIED,HINDUNILVR,EQ,INE030A01027
Housing Development Finance Corporation Ltd.,FINANCE - HOUSING,HDFC,EQ,INE001A01036
I T C Ltd.,CIGARETTES,ITC,EQ,INE154A01025
ICICI Bank Ltd.,BANKS,ICICIBANK,EQ,INE090A01013
IDBI Bank Ltd.,BANKS,IDBI,EQ,INE008A01015
IDFC Ltd.,FINANCIAL INSTITUTION,IDFC,EQ,INE043D01016
Idea Cellular Ltd.,TELECOMMUNICATION - SERVICES,IDEA,EQ,INE669E01016
Indian Hotels Co. Ltd.,HOTELS,INDHOTEL,EQ,INE053A01029
IndusInd Bank Ltd.,BANKS,INDUSINDBK,EQ,INE095A01012
Infosys Ltd.,COMPUTERS - SOFTWARE,INFY,EQ,INE009A01021
JSW Steel Ltd.,STEEL AND STEEL PRODUCTS,JSWSTEEL,EQ,INE019A01020
Jaiprakash Associates Ltd.,CONSTRUCTION,JPASSOCIAT,EQ,INE455F01025
Jindal Steel & Power Ltd.,STEEL AND STEEL PRODUCTS,JINDALSTEL,EQ,INE749A01030
Kotak Mahindra Bank Ltd.,BANKS,KOTAKBANK,EQ,INE237A01028
LIC Housing Finance Ltd.,FINANCE - HOUSING,LICHSGFIN,EQ,INE115A01026
Larsen & Toubro Ltd.,ENGINEERING,LT,EQ,INE018A01030
Lupin Ltd.,PHARMACEUTICALS,LUPIN,EQ,INE326A01037
Mahindra & Mahindra Ltd.,AUTOMOBILES - 4 WHEELERS,M&M,EQ,INE101A01026
Maruti Suzuki India Ltd.,AUTOMOBILES - 4 WHEELERS,MARUTI,EQ,INE585B01010
MphasiS Ltd.,COMPUTERS - SOFTWARE,MPHASIS,EQ,INE356A01018
NTPC Ltd.,POWER,NTPC,EQ,INE733E01010
Oil & Natural Gas Corporation Ltd.,OIL EXPLORATION/PRODUCTION,ONGC,EQ,INE213A01029
Oracle Financial Services Software Ltd.,COMPUTERS - SOFTWARE,OFSS,EQ,INE881D01027
Petronet LNG Ltd.,GAS,PETRONET,EQ,INE347G01014
Power Finance Corporation Ltd.,FINANCIAL INSTITUTION,PFC,EQ,INE134E01011
Power Grid Corporation of India Ltd.,POWER,POWERGRID,EQ,INE752E01010
Punjab National Bank,BANKS,PNB,EQ,INE160A01014
Ranbaxy Laboratories Ltd.,PHARMACEUTICALS,RANBAXY,EQ,INE015A01028
Reliance Capital Ltd.,FINANCE,RELCAPITAL,EQ,INE013A01015
Reliance Communications Ltd.,TELECOMMUNICATION - SERVICES,RCOM,EQ,INE330H01018
Reliance Industries Ltd.,REFINERIES,RELIANCE,EQ,INE002A01018
Reliance Infrastructure Ltd.,POWER,RELINFRA,EQ,INE036A01016
Reliance Power Ltd.,POWER,RPOWER,EQ,INE614G01033
Rural Electrification Corporation Ltd.,FINANCIAL INSTITUTION,RECLTD,EQ,INE020B01018
Sesa Goa Ltd.,MINING,SESAGOA,EQ,INE205A01025
Shriram Transport Finance Co. Ltd.,FINANCE,SRTRANSFIN,EQ,INE721A01013
Siemens Ltd.,ELECTRICAL EQUIPMENT,SIEMENS,EQ,INE003A01024
State Bank of India,BANKS,SBIN,EQ,INE062A01012
Steel Authority of India Ltd.,STEEL AND STEEL PRODUCTS,SAIL,EQ,INE114A01011
Sun Pharmaceutical Industries Ltd.,PHARMACEUTICALS,SUNPHARMA,EQ,INE044A01036
Tata Chemicals Ltd.,CHEMICALS - INORGANIC,TATACHEM,EQ,INE092A01019
Tata Consultancy Services Ltd.,COMPUTERS - SOFTWARE,TCS,EQ,INE467B01029
Tata Motors Ltd.,AUTOMOBILES - 4 WHEELERS,TATAMOTORS,EQ,INE155A01022
Tata Power Co. Ltd.,POWER,TATAPOWER,EQ,INE245A01021
Tata Steel Ltd.,STEEL AND STEEL PRODUCTS,TATASTEEL,EQ,INE081A01012
Tech Mahindra Ltd.,COMPUTERS - SOFTWARE,TECHM,EQ,INE669C01028
Titan Industries Ltd.,GEMS JEWELLERY AND WATCHES,TITAN,EQ,INE280A01028
Torrent Power Ltd.,POWER,TORNTPOWER,EQ,INE813H01021
UltraTech Cement Ltd.,CEMENT AND CEMENT PRODUCTS,ULTRACEMCO,EQ,INE481G01011
Union Bank of India,BANKS,UNIONBANK,EQ,INE692A01016
United Phosphorus Ltd.,PESTICIDES AND AGROCHEMICALS,UNIPHOS,EQ,INE628A01036
United Spirits Ltd.,BREW/DISTILLERIES,MCDOWELL-N,EQ,INE854D01016
Wipro Ltd.,COMPUTERS - SOFTWARE,WIPRO,EQ,INE075A01022
Yes Bank Ltd.,BANKS,YESBANK,EQ,INE528G01019
Zee Entertainment Enterprises Ltd.,MEDIA & ENTERTAINMENT,ZEEL,EQ,INE256A01028
