event_date,scrip_name,action
2013-07-17,Infinite Computer Solutions (India) Ltd,in
2013-07-17,Jindal Poly Films Ltd.,out
2013-08-07,Sujana Towers Ltd.-old,out
2013-08-07,Wipro Ltd.,in
2013-09-27,20 Microns Ltd,out
2013-09-27,3i Infotech Ltd.,out
2013-09-27,Arshiya International Ltd.,out
2013-09-27,Autoline Industries Ltd.,out
2013-09-27,Bannari Amman Sugars Ltd.,out
2013-09-27,Dish TV India Ltd.,out
2013-09-27,Ess Dee Aluminium Ltd.,in
2013-09-27,Geodesic Ltd.,out
2013-09-27,JK Lakshmi Cement Ltd.,in
2013-09-27,Jet Airways (India) Ltd.,out
2013-09-27,Kaveri Seed Company Ltd.,in
2013-09-27,Kemrock Industries and Exports Ltd.,out
2013-09-27,Kewal Kiran Clothing Ltd.,in
2013-09-27,Kolte-Patil Developers Ltd.,in
2013-09-27,MMTC Ltd.,in
2013-09-27,MT Educare Ltd.,in
2013-09-27,Magma Fincorp Ltd.,in
2013-09-27,Maharashtra Scooters Ltd.,in
2013-09-27,Mahindra Holidays & Resorts India Ltd.,in
2013-09-27,Man Industries (India) Ltd.,in
2013-09-27,Onelife Capital Advisors Ltd.,out
2013-09-27,Ramky Infra Ltd.,out
2013-09-27,Rasoya Proteins Ltd.,in
2013-09-27,Sun Pharma Advanced Research Company Ltd.,out
2013-09-27,Vardhman Textiles Ltd.,in
2013-09-27,Varun Shipping Co. Ltd.,out
2013-11-01,Marico Ltd.,out
2013-11-01,NDTV Ltd.,in
2013-11-18,Fresenius Kabi Oncology Ltd.,out
2013-11-18,Future Retail Ltd.,in
2013-11-18,Raj Television Network Ltd.,in
2013-11-18,Welspun Corp Ltd.,out
2014-02-28,Castrol (India) Ltd.,out
2014-02-28,Jyothy Laboratories Ltd.,in
2014-03-28,Bajaj Corp Ltd.,in
2014-03-28,Bombay Rayon Fashions Ltd.,out
2014-03-28,CARE Ltd.,in
2014-03-28,Dr. Datsons Labs Ltd.,out
2014-03-28,Dynamatic Technologies Ltd.,out
2014-03-28,Essar Oil Ltd.,out
2014-03-28,Indiabulls Housing Finance Ltd.,in
2014-03-28,Innoventive Industries Ltd.,out
2014-03-28,Inox Leisure Ltd.,in
2014-03-28,Justdial Ltd.,in
2014-03-28,Karuturi Global Ltd.,out
2014-03-28,Mahanagar Telephone Nigam Ltd.,out
2014-03-28,Mahindra Ugine Steel Co. Ltd.,in
2014-03-28,NDTV Ltd.,out
2014-03-28,National Buildings Construction Corporation Ltd.,in
2014-03-28,PI Industries Ltd.,in
2014-03-28,PSL Ltd.,out
2014-03-28,PTC India Fin Serv Ltd.,in
2014-03-28,Shree Ashtavinayak Cine Vision Ltd.,out
2014-03-28,Sona Koyo Steering Systems Ltd.,in
2014-03-28,Sun Pharma Advanced Research Company Ltd.,in
2014-03-28,Trident Ltd.,in
2014-03-28,Tulip Telecom Ltd.,out
2014-03-28,United Breweries (Holdings) Ltd.,out
2014-03-28,Vaibhav Global Ltd.,in
2014-03-28,Zodiac Clothing Co. Ltd.,out
2014-05-12,Marico Ltd.,in
2014-05-12,Wyeth Ltd.,out
2014-06-30,Mahindra Ugine Steel Co. Ltd.,out
2014-06-30,Rain Industries Ltd,in
2014-07-28,Castrol India Ltd.,in
2014-07-28,Man Industries (India) Ltd.,out
2014-09-19,Adani Power Ltd.,out
2014-09-19,Ajanta Pharmaceuticals Ltd.,in
2014-09-19,Alembic Pharmaceuticals Ltd.,in
2014-09-19,Apar Industries Ltd.,in
2014-09-19,Aptech Ltd.,out
2014-09-19,Ashoka Buildcon Ltd.,in
2014-09-19,Astral Poly Technik Ltd.,in
2014-09-19,CORE Education & Technologies Ltd.,out
2014-09-19,Century Plyboards (India) Ltd.,in
2014-09-19,Era Infra Engineering Ltd.,out
2014-09-19,GOL Offshore Ltd.,out
2014-09-19,India Glycols Ltd.,out
2014-09-19,Indraprastha Medical Corporation Ltd.,out
2014-09-19,Infinite Computer Solutions (India) Ltd,out
2014-09-19,Kitex Garments Ltd.,in
2014-09-19,Man Infraconstruction Ltd.,out
2014-09-19,NOCIL Ltd.,in
2014-09-19,Nitin Fire Protection Industries Ltd.,in
2014-09-19,Orbit Corporation Ltd.,out
2014-09-19,Polaris Financial Technology Ltd.,out
2014-09-19,Ratnamani Metals & Tubes Ltd.,in
2014-09-19,Repco Home Finance Ltd.,in
2014-09-19,S. Kumars Nationwide Ltd.,out
2014-09-19,TV Today Network Ltd.,in
2014-09-19,Tinplate Company of India Ltd.,out
2014-09-19,United Spirits Ltd.,out
2014-09-19,Va Tech Wabag Ltd.,in
2014-09-19,Welspun Corp Ltd.,in
2014-09-19,West Coast Paper Mills Ltd.,out
2014-09-19,Wheels India Ltd.,in
2014-11-28,Ranbaxy Laboratories Ltd.,out
2014-11-28,Tilaknagar Industries Ltd.,in
2015-02-02,Arvind Ltd.,out
2015-02-02,Dynamatic Technologies Ltd.,in
2015-02-02,Gujarat Gas Co. Ltd.,out
2015-02-02,ING Vysya Bank Ltd.,out
2015-02-02,La Opala RG Ltd.,in
2015-02-02,MBL Infrastructures Ltd.,in
2015-03-24,Balkrishna Industries Ltd.,out
2015-03-24,ITD Cementation India Ltd.,in
2015-03-27,CMC Ltd.,out
2015-03-27,DCW Ltd.,out
2015-03-27,Educomp Solutions Ltd.,out
2015-03-27,Elder Pharmaceuticals Ltd.,out
2015-03-27,Future Consumer Enterprise Ltd.,in
2015-03-27,Gulf Oil Lubricants India Ltd.,in
2015-03-27,Hubtown Ltd.,out
2015-03-27,IFB Industries Ltd.,in
2015-03-27,IL&FS Engineering and Construction Company Ltd.,out
2015-03-27,Indian Metals & Ferro Alloys Ltd.,out
2015-03-27,J.K. Cement Ltd.,in
2015-03-27,K.P.R. Mill Ltd.,in
2015-03-27,KNR Constructions Ltd.,in
2015-03-27,LG Balakrishnan & Bros Ltd.,in
2015-03-27,Lovable Lingerie Ltd.,out
2015-03-27,Marksans Pharma Ltd.,in
2015-03-27,Mastek Ltd.,out
2015-03-27,Mayur Uniquoters Ltd.,in
2015-03-27,Munjal Showa Ltd.,in
2015-03-27,NDTV Ltd.,in
2015-03-27,Pennar Industries Ltd.,in
2015-03-27,Prime Focus Ltd,out
2015-03-27,Raj Television Network Ltd.,out
2015-03-27,Rei Agro Ltd.,out
2015-03-27,Shasun Pharmaceuticals Ltd.,out
2015-03-27,Suven Life Sciences Ltd.,in
2015-03-27,Tilaknagar Industries Ltd.,out
2015-03-27,United Spirits Ltd.,in
2015-03-27,Venky's (India) Ltd.,out
2015-03-27,Vinati Organics Ltd.,in
2015-05-29,Adani Enterprises Ltd.,out
2015-05-29,IDFC Ltd.,out
2015-05-29,NATCO Pharma Ltd.,in
2015-05-29,Visagar Polytex Ltd.,in
2015-06-15,Ceat Ltd.,in
2015-06-15,Jindal Stainless Ltd.,out
2015-09-28,Adani Power Ltd.,in
2015-09-28,Adlabs Entertainment Ltd.,in
2015-09-28,Ansal Properties & Infrastructure Ltd.,out
2015-09-28,BGR Energy Systems Ltd,out
2015-09-28,Balkrishna Industries Ltd.,in
2015-09-28,Camlin Fine Sciences Ltd.,in
2015-09-28,Crompton Greaves Ltd.,out
2015-09-28,Eveready Industries India Ltd.,in
2015-09-28,Future Lifestyle Fashions Ltd.,in
2015-09-28,Gammon India Ltd.,out
2015-09-28,Gujarat NRE Coke Ltd.,out
2015-09-28,Hindustan Oil Exploration Co. Ltd.,out
2015-09-28,Hotel Leela Venture Ltd.,out
2015-09-28,IFB Industries Ltd.,out
2015-09-28,IL&FS Engineering and Construction Company Ltd.,in
2015-09-28,Inox Wind Ltd.,in
2015-09-28,KRBL Ltd.,in
2015-09-28,Kesoram Industries Ltd.,out
2015-09-28,Mangalore Chemicals & Fertilizers Ltd.,out
2015-09-28,Max India Ltd.,out
2015-09-28,Metalyst Forgings Ltd.,in
2015-09-28,Monnet Ispat and Energy Ltd.,out
2015-09-28,Orchid Chemicals & Pharmaceuticals Ltd.,out
2015-09-28,Orient Cement Ltd.,in
2015-09-28,Ramco Industries Ltd.,out
2015-09-28,Rasoya Proteins Ltd.,out
2015-09-28,RattanIndia Power Ltd.,out
2015-09-28,Rico Auto Industries Ltd.,in
2015-09-28,Siti Cable Network Ltd.,in
2015-09-28,Srikalahasthi Pipes Ltd.,in
2015-09-28,Symphony Ltd.,in
2015-09-28,VRL Logistics Ltd.,in
2015-10-19,Aditya Birla Nuvo Ltd.,out
2015-10-19,PNC Infratech Ltd.,in
2015-12-14,Arvind Ltd,in
2015-12-14,Future Retail Ltd.,out
2015-12-14,Gayatri Projects Ltd.,in
2015-12-14,Mandhana Industries Ltd.,out
2016-01-18,Schneider Electric Infrastructure Ltd.,in
2016-01-18,Sterlite Technologies Ltd.,out
2016-04-01,8K Miles Soft Services Ltd.,in
2016-04-01,Aarti Drugs Ltd.,in
2016-04-01,Adani Enterprises Ltd.,in
2016-04-01,Adani Transmission Ltd.,in
2016-04-01,Aditya Birla Fashion and Retail Ltd.,in
2016-04-01,Adlabs Entertainment Ltd.,out
2016-04-01,Aegis Logistics Ltd.,in
2016-04-01,Agro Tech Foods Ltd.,out
2016-04-01,Ahluwalia Contracts (India) Ltd.,in
2016-04-01,Asahi India Glass Ltd.,out
2016-04-01,Ashiana Housing Ltd.,in
2016-04-01,Automotive Axles Ltd.,out
2016-04-01,Avanti Feeds Ltd.,in
2016-04-01,BGR Energy Systems Ltd,in
2016-04-01,Bliss GVS Pharma Ltd.,in
2016-04-01,Bombay Rayon Fashions Ltd.,in
2016-04-01,CCL Products (I) Ltd.,in
2016-04-01,Camlin Fine Sciences Ltd.,out
2016-04-01,Caplin Point Laboratories Ltd.,in
2016-04-01,Carborundum Universal Ltd.,out
2016-04-01,Century Enka Ltd.,out
2016-04-01,Cera Sanitaryware Ltd,in
2016-04-01,Dalmia Bharat Ltd.,in
2016-04-01,Dhanlaxmi Bank Ltd.,out
2016-04-01,Dhanuka Agritech Ltd.,in
2016-04-01,Dish TV India Ltd.,in
2016-04-01,ESAB India Ltd.,out
2016-04-01,Entertainment Network India Ltd.,out
2016-04-01,Federal-Mogul Goetze (India) Ltd.,out
2016-04-01,Flexituff International Ltd.,out
2016-04-01,GHCL Ltd.,out
2016-04-01,GTL Infrastructure Ltd.,out
2016-04-01,Gabriel India Ltd.,out
2016-04-01,Gammon Infrastructure Projects Ltd.,out
2016-04-01,Geojit BNP Paribas Financial Services Ltd.,out
2016-04-01,Geometric Ltd.,out
2016-04-01,Gitanjali Gems Ltd.,out
2016-04-01,Global Offshore Services Ltd.,in
2016-04-01,Granules India Ltd.,in
2016-04-01,Graphite India Ltd.,out
2016-04-01,Greenply Industries Ltd.,in
2016-04-01,Grindwell Norton Ltd.,in
2016-04-01,Gujarat Alkalies & Chemicals Ltd.,out
2016-04-01,Gujarat Gas Ltd.,in
2016-04-01,Gujarat Industries Power Co. Ltd.,out
2016-04-01,Gujarat Narmada Valley Fertilizers and Chemicals Ltd.,out
2016-04-01,Gulf Oil Lubricants India Ltd.,out
2016-04-01,H.E.G. Ltd.,out
2016-04-01,HMT Ltd.,in
2016-04-01,HeidelbergCement India Ltd.,in
2016-04-01,Heritage Foods Ltd.,out
2016-04-01,Hindustan Media Vent Ltd.,in
2016-04-01,Hitachi Home & Life Solutions (India) Ltd.,in
2016-04-01,Hotel Leela Venture Ltd.,in
2016-04-01,IDFC Ltd.,in
2016-04-01,IFB Industries Ltd.,in
2016-04-01,IL&FS Engineering and Construction Company Ltd.,out
2016-04-01,ITD Cementation India Ltd.,out
2016-04-01,IVRCL Ltd.,out
2016-04-01,Igarashi Motors India Ltd.,in
2016-04-01,Indiabulls Ventures Ltd.,out
2016-04-01,Indo Count Industries Ltd.,in
2016-04-01,Indoco Remedies Ltd.,in
2016-04-01,Intellect Design Arena Ltd.,in
2016-04-01,International Paper APPM Ltd.,in
2016-04-01,JMT Auto Ltd.,in
2016-04-01,Jet Airways (India) Ltd.,in
2016-04-01,Jindal Poly Films Ltd.,in
2016-04-01,Jyoti Structures Ltd.,out
2016-04-01,KCP Ltd.,out
2016-04-01,KNR Constructions Ltd.,out
2016-04-01,KSB Pumps Ltd.,out
2016-04-01,Kesoram Industries Ltd.,in
2016-04-01,Kewal Kiran Clothing Ltd.,out
2016-04-01,Kirloskar Oil Eng Ltd.,in
2016-04-01,Kwality Ltd.,in
2016-04-01,LG Balakrishnan & Bros Ltd.,out
2016-04-01,Linde India Ltd.,out
2016-04-01,MBL Infrastructures Ltd.,out
2016-04-01,MT Educare Ltd.,out
2016-04-01,Mahanagar Telephone Nigam Ltd.,in
2016-04-01,Maharashtra Scooters Ltd.,out
2016-04-01,Maharashtra Seamless Ltd.,out
2016-04-01,Mahindra CIE Automotive Ltd.,in
2016-04-01,Manappuram Finance Ltd.,in
2016-04-01,Manpasand Beverages Ltd.,in
2016-04-01,Mercator Ltd.,out
2016-04-01,Metalyst Forgings Ltd.,out
2016-04-01,Minda Corporation Ltd.,in
2016-04-01,Munjal Showa Ltd.,out
2016-04-01,NDTV Ltd.,out
2016-04-01,NIIT Ltd.,out
2016-04-01,NOCIL Ltd.,out
2016-04-01,Nava Bharat Ventures Ltd.,out
2016-04-01,Navkar Corporation Ltd.,in
2016-04-01,Navneet Education Ltd.,out
2016-04-01,Noida-Toll Bridge Co. Ltd.,out
2016-04-01,Opto Circuits (I) Ltd.,out
2016-04-01,Oswal Chemicals & Fertilizers Ltd.,out
2016-04-01,PC Jeweller Ltd.,in
2016-04-01,Patel Engineering Ltd.,out
2016-04-01,Peninsula Land Ltd.,out
2016-04-01,Pennar Industries Ltd.,out
2016-04-01,Polaris Consulting & Services Ltd.,in
2016-04-01,Prakash Industries Ltd.,out
2016-04-01,Ramco Systems Ltd.,in
2016-04-01,Ramkrishna Forgings Ltd.,in
2016-04-01,RattanIndia Power Ltd.,in
2016-04-01,Relaxo Footwears Ltd.,in
2016-04-01,Religare Enterprises Ltd.,out
2016-04-01,Rico Auto Industries Ltd.,out
2016-04-01,S.E. Investments Ltd.,out
2016-04-01,SJVN Ltd.,in
2016-04-01,SML Isuzu Ltd.,in
2016-04-01,Sadbhav Infrastructure Project Ltd.,in
2016-04-01,Shanthi Gears Ltd.,out
2016-04-01,Sharda Cropchem Ltd.,in
2016-04-01,Shilpa Medicare Ltd.,in
2016-04-01,Shrenuj & Co. Ltd.,out
2016-04-01,Snowman Logistics Ltd.,in
2016-04-01,Solar Industries India Ltd.,in
2016-04-01,Somany Ceramics Ltd.,in
2016-04-01,Sona Koyo Steering Systems Ltd.,out
2016-04-01,Srikalahasthi Pipes Ltd.,out
2016-04-01,State Bank of Travancore,out
2016-04-01,State Trading Corporation of India Ltd.,in
2016-04-01,Styrolution ABS (India) Ltd.,in
2016-04-01,Supreme Infrastructure India Ltd.,out
2016-04-01,Supreme Petrochem Ltd.,out
2016-04-01,Swaraj Engines Ltd.,out
2016-04-01,Syngene International Ltd.,in
2016-04-01,TD Power Systems Ltd.,out
2016-04-01,TV Today Network Ltd.,out
2016-04-01,TVS Srichakra Ltd.,in
2016-04-01,Take Solutions Ltd.,in
2016-04-01,Tata Investment Corporation Ltd.,out
2016-04-01,Tata Motors Ltd DVR,in
2016-04-01,Tata Teleservices (Maharashtra) Ltd.,in
2016-04-01,Texmaco Rail & Eng. Ltd.,in
2016-04-01,Tide Water Oil (India) Ltd.,in
2016-04-01,Timken India Ltd.,in
2016-04-01,Transport Corporation of India Ltd.,in
2016-04-01,Triveni Turbine Ltd.,in
2016-04-01,Usha Martin Ltd.,out
2016-04-01,Uttam Galva Steels Ltd.,out
2016-04-01,V-Guard Industries Ltd.,in
2016-04-01,Vesuvius India Ltd.,out
2016-04-01,Visagar Polytex Ltd.,out
2016-04-01,Wheels India Ltd.,out
2016-04-01,Wonderla Holidays Ltd.,in
2016-04-01,Zee Learn Ltd.,in
2016-04-29,Advanta Ltd.,out
2016-04-29,Gulf Oil Lubricants India Ltd.,in
2016-04-29,Jindal Saw Ltd.,out
2016-04-29,S H Kelkar and Company Ltd.,in
2016-04-29,TV Today Network Ltd.,in
2016-04-29,Transport Corporation of India Ltd.,out
2016-09-30,ABG Shipyard Ltd.,out
2016-09-30,APL Apollo Tubes Ltd.,in
2016-09-30,Aarti Drugs Ltd.,out
2016-09-30,Aditya Birla Nuvo Ltd.,in
2016-09-30,Alkem Laboratories Ltd.,in
2016-09-30,Ashiana Housing Ltd.,out
2016-09-30,Carborundum Universal Ltd.,in
2016-09-30,Castex Technologies Ltd.,out
2016-09-30,Clariant Chemicals (India) Ltd.,out
2016-09-30,Coffee Day Enterprises Ltd.,in
2016-09-30,Crompton Greaves Ltd.,in
2016-09-30,Dr. Lal Path Labs Ltd.,in
2016-09-30,Electrosteel Castings Ltd.,out
2016-09-30,Elgi Equipments Ltd.,out
2016-09-30,Equitas Holdings Ltd.,in
2016-09-30,Ess Dee Aluminium Ltd.,out
2016-09-30,Financial Technologies (India) Ltd.,out
2016-09-30,Global Offshore Services Ltd.,out
2016-09-30,HMT Ltd.,out
2016-09-30,Hotel Leela Venture Ltd.,out
2016-09-30,IDFC Bank Ltd.,in
2016-09-30,IFB Industries Ltd.,out
2016-09-30,INEOS Styrolution India Ltd.,out
2016-09-30,ITD Cementation India Ltd.,in
2016-09-30,Infibeam Incorporation Ltd.,in
2016-09-30,InterGlobe Aviation Ltd.,in
2016-09-30,KSB Pumps Ltd.,in
2016-09-30,KSK Energy Ventures Ltd,out
2016-09-30,Kirloskar Oil Eng Ltd.,out
2016-09-30,Linde India Ltd.,in
2016-09-30,Max Financial Services Ltd.,in
2016-09-30,Minda Corporation Ltd.,out
2016-09-30,Narayana Hrudayalaya Ltd.,in
2016-09-30,Navin Fluorine International Ltd.,in
2016-09-30,Nilkamal Ltd.,in
2016-09-30,OCL India Ltd.,in
2016-09-30,Parsvnath Developer Ltd.,out
2016-09-30,Puravankara Projects Ltd.,out
2016-09-30,Ratnamani Metals & Tubes Ltd.,out
2016-09-30,Religare Enterprises Ltd.,in
2016-09-30,Sadbhav Infrastructure Project Ltd.,out
2016-09-30,Sequent Scientific Ltd.,in
2016-09-30,Star Ferro & Cement Ltd.,in
2016-09-30,State Bank of Mysore,in
2016-09-30,State Bank of Travancore,in
2016-09-30,Suprajit Engineering Ltd.,in
2016-09-30,Tata Teleservices (Maharashtra) Ltd.,out
2016-09-30,Tree House Education & Accessories Ltd.,out
2016-09-30,Tribhovandas Bhimji Zaveri Ltd.,out
2016-09-30,Vaibhav Global Ltd.,out
2016-11-15,Cairn India Ltd.,out
2016-11-15,Crompton Greaves Consumer Electricals Ltd.,in
2017-01-23,Advanced Enzyme Tech Ltd.,in
2017-01-23,Asahi India Glass Ltd.,in
2017-01-23,Dishman Pharmaceuticals & Chemicals Ltd.,out
2017-01-23,Max Financial Services Ltd.,out
2017-01-23,OCL India Ltd.,out
2017-01-23,RBL Bank Ltd.,in
2017-01-23,Star Ferro & Cement Ltd.,out
2017-01-23,Ujjivan Financial Services Ltd.,in
2017-03-16,Future Retail Ltd.,in
2017-03-16,Mahanagar Gas Ltd.,in
2017-03-16,Max India Ltd.,in
2017-03-16,State Bank of Bikaner & Jaipur Ltd.,out
2017-03-16,State Bank of Mysore,out
2017-03-16,State Bank of Travancore,out
2017-03-31,Alok Industries Ltd.,out
2017-03-31,Bombay Rayon Fashions Ltd.,out
2017-03-31,Brigade Enterprises Ltd.,out
2017-03-31,Dilip Buildcon Ltd.,in
2017-03-31,Dynamatic Technologies Ltd.,out
2017-03-31,Endurance Technologies Ltd.,in
2017-03-31,Federal-Mogul Goetze (India) Ltd.,in
2017-03-31,Future Lifestyle Fashions Ltd.,out
2017-03-31,GHCL Ltd.,in
2017-03-31,Gujarat Alkalies & Chemicals Ltd.,in
2017-03-31,Gujarat Narmada Valley Fertilizers and Chemicals Ltd.,in
2017-03-31,ICICI Prudential Life Insurance Company Ltd.,in
2017-03-31,Ingersoll Rand (India) Ltd.,out
2017-03-31,International Paper APPM Ltd.,out
2017-03-31,JSW Holdings Ltd.,out
2017-03-31,Jaiprakash Power Ventures Ltd.,out
2017-03-31,Jaypee Infratech Ltd.,out
2017-03-31,KNR Constructions Ltd.,in
2017-03-31,KSB Pumps Ltd.,out
2017-03-31,L&T Technology Services Ltd.,in
2017-03-31,La Opala RG Ltd.,out
2017-03-31,Lanco Infratech Ltd.,out
2017-03-31,Larsen & Toubro Infotech Ltd.,in
2017-03-31,Linde India Ltd.,out
2017-03-31,Mahindra Lifespace Developers Ltd.,out
2017-03-31,Mayur Uniquoters Ltd.,out
2017-03-31,Minda Corporation Ltd.,in
2017-03-31,Minda Industries Ltd.,in
2017-03-31,Nava Bharat Ventures Ltd.,in
2017-03-31,Navneet Education Ltd.,in
2017-03-31,Parag Milk Foods Ltd.,in
2017-03-31,Quess Corp Ltd.,in
2017-03-31,Ratnamani Metals & Tubes Ltd.,in
2017-03-31,Sequent Scientific Ltd.,out
2017-03-31,Shilpi Cable Tech Ltd.,in
2017-03-31,Shoppers Stop Ltd.,out
2017-03-31,Simplex Infrastructures Ltd.,out
2017-03-31,Sintex Industries Ltd.,out
2017-03-31,Siti Networks Ltd.,out
2017-03-31,Sterlite Technologies Ltd.,in
2017-03-31,Sudarshan Chemical Industries Ltd.,in
2017-03-31,Suprajit Engineering Ltd.,out
2017-03-31,Tata Investment Corporation Ltd.,in
2017-03-31,Thyrocare Technologies Ltd.,in
2017-05-26,Aditya Birla Nuvo Ltd.,out
2017-05-26,Grasim Industries Ltd.,out
2017-05-26,Laurus Labs Ltd.,in
2017-05-26,PNB Housing Finance Ltd.,in
2017-05-26,Tube Investments of India Ltd.,out
2017-05-26,Varun Beverages Ltd.,in
2017-06-23,IIFL Holdings Ltd.,out
2017-06-23,Sheela Foam Ltd.,in
2017-09-05,Max Financial Services Ltd.,in
2017-09-05,Max Financial Services Ltd.,in
2017-09-05,Reliance Capital Ltd.,out
2017-09-05,Reliance Capital Ltd.,out
2017-09-29,Amtek Auto Ltd.,out
2017-09-29,Anant Raj Ltd.,out
2017-09-29,Asahi India Glass Ltd.,out
2017-09-29,Avenue Supermarts Ltd.,in
2017-09-29,BSE Ltd.,in
2017-09-29,Bombay Rayon Fashions Ltd.,in
2017-09-29,Brigade Enterprises Ltd.,in
2017-09-29,FDC Ltd.,out
2017-09-29,Federal-Mogul Goetze (India) Ltd.,out
2017-09-29,Future Lifestyle Fashions Ltd.,in
2017-09-29,Grindwell Norton Ltd.,out
2017-09-29,Heritage Foods Ltd.,in
2017-09-29,Hindustan Media Vent Ltd.,out
2017-09-29,Honeywell Automation India Ltd.,out
2017-09-29,IFB Industries Ltd.,in
2017-09-29,ITI Ltd.,in
2017-09-29,India Tourism Development Corporation Ltd.,in
2017-09-29,Indiabulls Ventures Ltd.,in
2017-09-29,Ingersoll Rand (India) Ltd.,in
2017-09-29,JMT Auto Ltd.,out
2017-09-29,Jaiprakash Power Ventures Ltd.,in
2017-09-29,Jindal Saw Ltd.,in
2017-09-29,Jindal Stainless (Hisar) Ltd.,in
2017-09-29,Jindal Stainless Ltd.,in
2017-09-29,KNR Constructions Ltd.,out
2017-09-29,Linde India Ltd.,in
2017-09-29,National Fertilizers Ltd.,in
2017-09-29,Nitin Fire Protection Industries Ltd.,out
2017-09-29,Orissa Min Dev Co Ltd.,out
2017-09-29,Punj Lloyd Ltd.,out
2017-09-29,Ratnamani Metals & Tubes Ltd.,out
2017-09-29,Relaxo Footwears Ltd.,out
2017-09-29,Reliance Industrial Infrastructure Ltd.,out
2017-09-29,Rolta India Ltd.,out
2017-09-29,Ruchi Soya Industries Ltd.,out
2017-09-29,Rupa & Company Ltd.,in
2017-09-29,Shoppers Stop Ltd.,in
2017-09-29,State Trading Corporation of India Ltd.,out
2017-09-29,Suprajit Engineering Ltd.,in
2017-09-29,Supreme Petrochem Ltd.,in
2017-09-29,Tide Water Oil (India) Ltd.,out
2017-09-29,Time Technoplast Ltd.,in
2017-09-29,Triveni Turbine Ltd.,out
2017-09-29,United Bank of India,in
2017-09-29,VST Industries Ltd.,out
2017-09-29,Vesuvius India Ltd.,in
2017-09-29,Wonderla Holidays Ltd.,out
2017-09-29,Zydus Wellness Ltd.,out
2017-10-30,Future Retail Ltd.,out
2017-10-30,Housing & Urban Development Corporation Ltd.,in
2017-11-13,AU Small Finance Bank Ltd.,in
2017-11-13,Relaxo Footwears Ltd.,in
2017-11-13,Shilpi Cable Tech Ltd.,out
2017-11-13,Sundaram Finance Ltd.,out
2017-11-20,Gayatri Projects Ltd.,out
2017-11-20,Star Cement Ltd.,in
2018-02-05,CESC Ltd.,out
2018-02-05,Cochin Shipyard Ltd.,in
2018-02-05,Fortis Healthcare Ltd.,out
2018-02-05,Hatsun Agro Product Ltd.,in
2018-02-05,Polaris Consulting & Services Ltd.,out
2018-02-05,Reliance Capital Ltd.,in
2018-02-05,Strides Shasun Ltd.,out
2018-02-05,TI Financial Holdings Ltd.,in
2018-03-13,Eris Lifesciences Ltd.,in
2018-03-13,Videocon Industries Ltd.,out
2018-04-02,Adani Enterprises Ltd.,out
2018-04-02,Aditya Birla Capital Ltd.,in
2018-04-02,Ahluwalia Contracts (India) Ltd.,out
2018-04-02,Apar Industries Ltd.,out
2018-04-02,Asahi India Glass Ltd.,in
2018-04-02,AstraZenca Pharma India Ltd.,out
2018-04-02,Central Depository Services (India) Ltd.,in
2018-04-02,Corporation Bank,out
2018-04-02,Dalmia Bharat Ltd.,out
2018-04-02,Dhanuka Agritech Ltd.,out
2018-04-02,Dishman Carbogen Amcis Ltd.,in
2018-04-02,Dixon Technologies (India) Ltd.,in
2018-04-02,Essel Propack Ltd.,out
2018-04-02,General Insurance Corporation of India,in
2018-04-02,Godrej Agrovet Ltd.,in
2018-04-02,Graphite India Ltd.,in
2018-04-02,Grasim Industries Ltd.,in
2018-04-02,H.E.G. Ltd.,in
2018-04-02,Himadri Speciality Chemical Ltd.,in
2018-04-02,Honeywell Automation India Ltd.,in
2018-04-02,ICICI Lombard General Insurance Company Ltd.,in
2018-04-02,ICRA Ltd.,out
2018-04-02,IIFL Holdings Ltd.,in
2018-04-02,Igarashi Motors India Ltd.,out
2018-04-02,Indian Energy Exchange Ltd.,in
2018-04-02,Ingersoll Rand (India) Ltd.,out
2018-04-02,KNR Constructions Ltd.,in
2018-04-02,Linde India Ltd.,out
2018-04-02,MAS Financial Services Ltd.,in
2018-04-02,Monsanto India Ltd.,out
2018-04-02,NESCO Ltd.,in
2018-04-02,Navneet Education Ltd.,out
2018-04-02,Reliance Home Finance Ltd.,in
2018-04-02,SBI Life Insurance Company Ltd.,in
2018-04-02,Sadbhav Infrastructure Project Ltd.,in
2018-04-02,Schneider Electric Infrastructure Ltd.,out
2018-04-02,Security and Intelligence Services (India) Ltd.,in
2018-04-02,Shankara Building Products Ltd.,in
2018-04-02,Sharda Cropchem Ltd.,out
2018-04-02,Shilpa Medicare Ltd.,out
2018-04-02,Sintex Plastics Technology Ltd.,in
2018-04-02,Snowman Logistics Ltd.,out
2018-04-02,Somany Ceramics Ltd.,out
2018-04-02,Suprajit Engineering Ltd.,out
2018-04-02,Supreme Petrochem Ltd.,out
2018-04-02,United Bank of India,out
2018-04-02,Vesuvius India Ltd.,out
2018-04-02,Zensar Technolgies Ltd.,out
2018-06-29,Arvind Ltd.,out
2018-06-29,Aster DM Healthcare Ltd.,in
2018-06-29,Cox & Kings Ltd.,out
2018-06-29,Future Retail Ltd.,in
2018-06-29,HT Media Ltd.,out
2018-06-29,KIOCL Ltd.,in
2018-06-29,Tata Communications Ltd.,out
2018-06-29,Tube Investments of India Ltd.,in
2018-08-08,Bharat Dynamics Ltd.,in
2018-08-08,Techno Elt & Eng Co. Ltd.,out
2018-09-28,Aban Offshore Ltd.,out
